COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
55072,"Stripes and Legends, Plastic, Prefabricated, Refle",2025-06-1132 / SMD Preform Legends  *Quote 10306014526-1,0.,,,0.,"1,489.95",MA6200GA250000012,2025-06-1132 / SMD Preform Legends,DO620025061310912,06/13/2025,V00000954459,Geveko Markings Inc.,1883 New Harvest Road,,Gainesville,GA,30507,US,04/06/2026
75070,Ready-Mix Concrete,PR2025-04860  Pardon Felix 512-974-6043  Kraig Sports Feild - Repair Service Road at Strom Drain  Quote #: 2025-1957 V.2  $700.00,5.,CUYD,Cubic Yard,140.,700.00,MA1100GA210000031,Kraig Sports Feild - Repair Service Road at Strom Drain,DO860025061310913,06/13/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
20710,COMPUTER ACCESSORIES AND SUPPLIES,Dell Backpack,8.,EA,Each,20.62,164.96,MA5000NC220000084,"Mobile Precision 3490 (Laptops), Docking Stations, and BP",DO560025061310924,06/13/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",Part #: TNT843  .  .  .  Please send invoices to AWRemoteFacilitiesAP@austintexas.gov,1.,EA,Each,90.53,90.53,MA2200GA240000035,HACH supplies and Chemicals for OPS challenge training,DO220025061310922,06/13/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",,0.,,,0.,"57,300.00",MA5000GC230000008,Replace batteries for power backup to paralleling gear,DOM1100MAX232748,06/13/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
2045405,ACCESSORIES FOR LAPTOP COMPUTER,PR0018714  Quote No. 3000190922298  DIR-TSO-3763    Dell Docking Station 130w Power Delivery,8.,EA,Each,153.,"1,224.00",MA5000NC220000084,"Mobile Precision 3490 (Laptops), Docking Stations, and BP",DO560025061310924,06/13/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
03752,Novelties and Advertising Specialty Products,ACE Bookstore Caps,0.,,,0.,"2,610.00",MA5000NA230000044,ACE Bookstore Caps,DO850025061310931,06/13/2025,GOL8307311,"GOLF CONNECTIONS, LLC",PO Box 27619,,AUSTIN,TX,78755,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",2025-06-1115 / Bag Mix for South District  Web order # WEB2706874606,0.,,,0.,"2,989.50",MA5000GC230000008,2025-06-1115 / Bag Mix for South District,DO620025061310919,06/13/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
20767,"Power Supplies: Surge Protectors, Uninterruptible","PR0018829 - Dell Pro Rugged, RB14250 XCTO  Estimated delivery if purchased today:  May. 28, 2025   Contract # C000000982501   Customer Agreement # TX-MA 5000 NC220000084",1.,EA,Each,112.74,112.74,MA5000NC220000084,Laptop Battery,DO560025061310910,06/13/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
20454,"Microcomputers, Laptop, Notebook and Tablets",Dell Pro Max 14 MC14250,8.,EA,Each,"1,290.","10,320.00",MA5000NC220000084,"Mobile Precision 3490 (Laptops), Docking Stations, and BP",DO560025061310924,06/13/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
55088,"Traffic Signals and Equipment, Electric Systems",CTC Part Number: M86897,1.,EA,Each,819.,819.00,MA6200NC250000027,"AMD KIT,ATCC AUXILIARY I/O ASSEMBLY - MODEL 2521",DO620025061310929,06/13/2025,CON1261250,CONSOLIDATED TRAFFIC CONTROLS INC,INC,PO BOX 151837,ARLINGTON,TX,76015-1837,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,"1,735.80",MA2200GS240000003,CSS- Estimate#1032744 OPR3616 WO# 2287792,DO220025061610979,06/16/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,SAR: RC412816 IONIC STRENGTH ADJUSTOR 16OZ X6,0.,,,0.,144.84,MA5000GA230000021,SAR: RC412816 IONIC STRENGTH ADJUSTOR 16OZ,DO220025061610947,06/16/2025,V00000918999,"Taylor Distribution Group, LLC",10410 Waterview Parkway,,Rowlett,TX,75089,US,04/06/2026
72515,"Communications Systems, Integrated (Includes Telep",Software/hardware support (36 mo) Paid up front.,0.,,,0.,419.00,MA8100NA240000209,Redundant Ringdown Audio Feed,DO810025061610938,06/16/2025,V00000972879,BNC Group USA LLC,2881 E Oakland Park Blvd,Suite 467,Fort Lauderdale,FL,33306,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,7.57,MA2200GS240000003,CSS- Estimate#1032744 OPR3616 WO# 2287792,DO220025061610979,06/16/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)","MERCOID - Submersible Level Transmitter: Bird Cage, 0 psi to 15 psi, 4 to 20mA DC, 60 ft Cable Lg, NPT    Please send invoices to AWLogisticsSC@austintexas.gov",0.,,,0.,"9,800.10",MA5000GC230000008,SFC - GRAINGER - SUBMERSIBLE TRANSDUCER - JUNE 2025,DO220025061610950,06/16/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
0377828,"COINS, COLLECTABLE","2"" Challenge Coins 2"" Hard Enamel/3D/Two-Tone Coins  QTY of 750 coins priced at $7.50 EA for a total of $5,625",750.,EA,Each,7.5,"5,625.00",,Challenge Coins,CT870025061600389,06/16/2025,V00000943302,Point Emblems,1885 W. 5075 S,,Roy,UT,84067,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"7,101.30",MA5000GC240000003,medical supplies - emergency patient care,DO930025061610980,06/16/2025,HEN8311513,HENRY SCHEIN INC,135 DURYEA RD E270,,MELVILLE,NY,11747-3834,US,04/06/2026
03752,Novelties and Advertising Specialty Products,DO for Coffee Mugs for Land Development Academy classes  .  Please send invoices to:  DSDaccountspayable@austintexas.gov  Please ensure that all invoices reference the DO number,0.,,,0.,481.00,MA5000NA230000044,DO for Coffee Mugs for Land Development Academy classes,DO530025061610960,06/16/2025,GOL8307311,"GOLF CONNECTIONS, LLC",PO Box 27619,,AUSTIN,TX,78755,US,04/06/2026
72515,"Communications Systems, Integrated (Includes Telep",Redundant Ringdown Audio Feed    Quote # 2510  AUSFY25-3575    @ $150 = $300  1 EA Algo IP Paging Adapter Algo-8301 @ $419,0.,,,0.,300.00,MA8100NA240000209,Redundant Ringdown Audio Feed,DO810025061610938,06/16/2025,V00000972879,BNC Group USA LLC,2881 E Oakland Park Blvd,Suite 467,Fort Lauderdale,FL,33306,US,04/06/2026
75052,Flexible Base,120 TONS ROAD BASE DELIVERED TO 6301 HAROLD CT YARD    PLEASE SEND INVOICE TO: AWLogisticsSC@austintexas.gov,0.,,,0.,"2,196.29",MA2200GA240000087,COMMMUNITY TRUCKING - TLSC - 120 TONS ROAD BASE - JUNE 2025,DO220025061610981,06/16/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",This order is placed via MMCAP Contract # MMS{XXXXXXX} under {VENDOR NAME} City Contract MA 5000 GC230000005 and complies with the requirements set forth in 42 C.F.R.  1001.952(j).,0.,,,0.,"1,168.50",MA5000GC230000005,medical supplies - emergency patient care,DO930025061610970,06/16/2025,GEN2007500,MCKESSON MEDICAL-SURGICAL INC,"9954 Mayland Drive, Suite 4000",,Richmond,VA,22322,US,04/06/2026
43042,"Laboratory Gases: Argon, Carbon Dioxide, Helium, H",approximately 6056 CF,2.,DEWR,Dewar,190.7,381.40,MA2200GA240000057,Airgas Spot Order June 2025,DO220025061610961,06/16/2025,V00000909396,AIRGAS INC,11111 N Lamar Blvd,,Austin,TX,78753,US,04/06/2026
89064,Sewer Inspection Equipment,CSS- Estimate#1032744 OPR3616 WO# 2287792 PARTS FOR ELECTRIC LIFT MOTOR  .  .  .  SEND INVOICE TO: awlogisticssc@austintexas.gov,0.,,,0.,40.00,MA2200GS240000003,CSS- Estimate#1032744 OPR3616 WO# 2287792,DO220025061610979,06/16/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"42,446.50",MA5000GC240000003,medical supplies - emergency patient care,DO930025061610976,06/16/2025,BOU8303524,BOUND TREE MEDICAL L L C,5000 Tuttle Crossing Blvd,,DUBLIN,OH,43016,US,04/06/2026
33000,FENCING,"PR2025-04854    Contact: Chris Allen (512) 974-9916    Austin Recreation Garage Fence, security and safety for customers and employees.    Quote dated: 62/2025    Total $13,505.00",0.,,,0.,"13,505.00",MA5000NA210000179,Austin Recreation Garage Fence,DO860025061610949,06/16/2025,ALL8314335,"Tony Parent Enterprises, Inc.","13350 OLD KIMBRO RD, BLDG A",,MANOR,TX,78653,US,04/06/2026
8856050,"FERROUS CHLORIDE, INORGANIC SALTS (FECL2)",HORNSBY FERRIC CHLORIDE | TANK SERVICE FILL,0.,,,0.,"11,675.92",MA2200GA210000027,HORNSBY FERRIC CHLORIDE | TANK SERVICE FILL,DO220025061610952,06/16/2025,PEN3630250,PENCCO INC,P.O. Box 600,,SAN FELIPE,TX,77473-0600,US,04/06/2026
72582,"Two-Way Radio Supplies, Parts, and Accessories","PR0018643  QUOTE-3092309  XVP830 REMOTE SPEAKER MICROPHONE  -------------------------------------------  City Of Austin CTM  Accounts Payable  PO BOX 1088  Austin, TX 78767",25.,EA,Each,401.25,"10,031.25",MA7400S011253,HW_XVP830 REMOTE SPEAKER MICROPHONE,DO640025041809006,06/16/2025,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,711.00,MA5000GC240000003,Medical Supplies-Emergency Patient Care.,DO930025061610983,06/16/2025,LIF8309028,LIFE-ASSIST INC,11277 SUNRISE PARK DR,,RANCHO CORDOVA,CA,95742-6528,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,959.39,MA2200GS240000003,CSS- Estimate#1032744 OPR3616 WO# 2287792,DO220025061610979,06/16/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
2088236,"SOFTWARE, MAPPING, MICROCOMPUTER",PR0018706 -,0.,,,0.,"13,500.00",,process mapping software,CT440025051500352,06/16/2025,V00000998762,RVRWRK LLC,8720 sw 41 st,,Miami,FL,33165,US,04/06/2026
0377828,"COINS, COLLECTABLE",Shipping & Handling,0.,,,0.,85.00,,Challenge Coins,CT870025061600389,06/16/2025,V00000943302,Point Emblems,1885 W. 5075 S,,Roy,UT,84067,US,04/06/2026
13550,"Stone, Building (Except Marble)","PR2025-04865  Declan Loughlin 470-662-4171  Zilker Park - Limestone Boulder 24x24x48  Replacing limestone blocks at Zilker Pecan grove along the back of curb on Andrew Zilker Rd.  No Quote Number  $1,693.00",1.,EA,Each,"1,693.","1,693.00",MA6300GA220000061,Zilker Park - Limestone Boulder 24x24x48,DO860025061610954,06/16/2025,VS0000028230,"CVI Development, LLC.",1801 Lavaca 2-J,,Austin,TX,78701,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",MFG: Grannys,0.,,,0.,"93,629.25",MA5000GC230000008,Liquid Ring Vacuum Pump,DOM1100MAX233142,06/16/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
03535,"Engines and Parts, Helicopter","#00437, TANK, STILWELL + PACKAGING 72USG USMCA compliant - HS Code: 3926.90.99.89; Quote # SQ014744",1.,EA,Each,531.88,531.88,,Controller and Tank for Bambi Bucket System,CT870025061600390,06/16/2025,V00000999972,SEI Industries Ltd.,7400 Wilson Ave,,Delta,,V4G 1H3,CA,04/06/2026
03535,"Engines and Parts, Helicopter","Controller, #010596, IVC3, ASSY,16"" VALVE, BBX USMCA compliant - HS Code: 8479.89.65.00; Quote # SQ014744",1.,EA,Each,"8,328.96","8,328.96",,Controller and Tank for Bambi Bucket System,CT870025061600390,06/16/2025,V00000999972,SEI Industries Ltd.,7400 Wilson Ave,,Delta,,V4G 1H3,CA,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,"1,308.72",MA2200GS240000003,CSS- Estimate#1032744 OPR3616 WO# 2287792,DO220025061610979,06/16/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
03547,Flight Simulator,"PR256423, Flight simulator for drone pilot training  1. Complete Site License - Public Safety with access to all scenarios, modules, aircraft and learning management system for 1-year, Qty. 30 @ $225.00 each    Reference Quote QT-484EAEAE-0001-DRAFT",30.,EA,Each,225.,"6,750.00",MA8300NS250000080,PR256423 -RED Team - Flight Simulator Subscription,DO830025061610942,06/16/2025,V00000999493,Little Arms Studios,155 Robin Rd,,Christiansburg,VA,24073,US,04/06/2026
3456445,"GLASSES, SAFETY",Lisa Pena,1.,EA,Each,70.,70.00,MA5000GA230000029,Safety Eyewear,DO220025061610958,06/16/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
65595,Video Equipment and Accessories,Q SCAN PRO,0.,,,0.,"10,360.00",MA5000NA210000123,Q SCAN PRO,DO590025061610955,06/16/2025,V00000955429,Donald Kenneth Martin,507 Saddlebred Ln,,GEORGETOWN,TX,78633,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,Safety eyewear for Frank Vega at Hornsby Bend,DO220025061711022,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,#1 - Safety eyewear for Cedric Ray with Remote Facilities,DO220025061711027,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
5500830,"DELINEATORS, CONCRETE TRAFFIC BARRIERS",ESTIMATE 5405  FG 336 WHT EFX WHT FHIP 3X9 WRAP 2EA  Qty: 150  Unit Cost: $39.00,0.,,,0.,"5,850.00",MA2400GA210000035,CIP Flex Posts for Bikeshare,DO620025061711015,06/17/2025,V00000908710,Houston Barricade and Supply LLC,6451 Aldine Bender Rd.,,Humble,TX,77396,US,04/06/2026
07569,"Starting Equipment, Vehicle (Equip. to Battery, No",12-125-15  Dimensions: 35.43 x 13.39 x 29.88;  P/N: 12 05PzS775_15  Lead Time 2-3 Weeks,0.,,,0.,"4,544.00",,Unit 19M858 Clark Forklift Battery,PO780025061701445,06/17/2025,EQU8314375,"EQUIPMENT DEPOT TEXAS, INC.",15727 North IH-35,,Pflugerville,TX,78660,US,04/06/2026
5500830,"DELINEATORS, CONCRETE TRAFFIC BARRIERS",ESTIMATE 5405  Lite black bases  Qty: 150  Unit Cost: $12.19,0.,,,0.,"1,828.50",MA2400GA210000035,CIP Flex Posts for Bikeshare,DO620025061711015,06/17/2025,V00000908710,Houston Barricade and Supply LLC,6451 Aldine Bender Rd.,,Humble,TX,77396,US,04/06/2026
2065530,INTEGRATED HARDWARE AND SOFTWARE SOLUTION,PR0018640  Quote: 684264-45751.116DJ  AXON FLEET 3 DUAL VIEW CAMERA,10.,EA,Each,585.,"5,850.00",MA6400NC230000042,HW-AXON FLEET 3 DUAL VIEW CAMERA,DO640025041809004,06/17/2025,TAS7137270,"Axon Enterprise, Inc.",17800 N 85TH ST,,SCOTTSDALE,AZ,85255-6311,US,04/06/2026
12025,"Bridges, Passenger Loading",1 EA Freight @ $100.00,0.,,,0.,100.00,MA8100NS200000004,HMIs for Warehouse Stock,DO810025061711012,06/17/2025,THY8312557,"TK Airport Solutions, Inc.",3201 NORTH SYLVANIA AVE,,FORT WORTH,TX,76111-3117,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",,0.,,,0.,664.60,MA5000GC230000008,SELF RETRACT LINE & GAS BOTTLE,DO220025061710994,06/17/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
34072,"Rescue Equipment, Supplies and Accessories Includi","ETA Date: 2025-07-07--PR256821-ASSET-RED Team-Reach RS3 Survey Receiver, Mounting Pole and Bipod    1. ITEM# EML-RC-RS3 - Emlid Reach RS3 -- QTY: 1 EACH @ $2,999.00 EACH.  *Included:  Reach RS3 Carrying case with Strap, Radio Antenna, USB Type-C Cable    2. ITEM# EML-SPSM - Emlid Survey Pole w/Smartphone Mount -- QTY: 1 EACH @ $349.00 EACH.  *Included:  Survey Pole and Carrying Bag    3. ITEM# SEC-BP-RED - SECO BiPod for Emlid Survey Pole -- QTY: 1 EACH @ $155.00 EACH.      Ref Quote# D7747    Advexure Sourcewell Cooperative Purchasing Contract #011223-ADX (Exp: 3/2027)",0.,,,0.,"3,503.00",,"PR256821-ASSET-RED Team-Reach RS3 SurveyReceiver,MountingPol",PO830025061701443,06/17/2025,V00001002039,Advexure LLC,9281 Irvine Blvd,,Irvine,CA,92618,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,70.,70.00,MA5000GA230000029,Safety eyewear for Enrique Quiroz with Remote Facilities,DO220025061711025,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
17500,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES,Quantity 4 @ $99.33/CS. Catalog # 1146268B; GLV LTX EVOLUT 1 PF S 100/PK. Quote# 5162-2717-24,4.,CASE,Case,99.33,397.32,,Gloves and Pipette Tips for FSD DNA-CAP Lab,PO900025061701444,06/17/2025,FIS7117600,FISHER SCIENTIFIC CO L L C,300 Industry Drive,,Pittsburgh,PA,15275,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,15.,15.00,MA5000GA230000029,Safety eyewear for Enrique Quiroz with Remote Facilities,DO220025061711025,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,,0.,,,0.,"25,159.31",MA5000GA230000021,EAS TDG Supply Orders Jun-Sept.,DO220025061711018,06/17/2025,V00000918999,"Taylor Distribution Group, LLC",10410 Waterview Parkway,,Rowlett,TX,75089,US,04/06/2026
3456445,"GLASSES, SAFETY",For Austin Water Employee Dennis Green.,1.,EA,Each,70.,70.00,MA5000GA230000029,Safety Eyewear - Dennis Green,DO220025061711000,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
5500830,"DELINEATORS, CONCRETE TRAFFIC BARRIERS","ESTIMATE 5405  4"" anchor bolts  Qty: 600  Unit Cost: $1.88",0.,,,0.,"1,128.00",MA2400GA210000035,CIP Flex Posts for Bikeshare,DO620025061711015,06/17/2025,V00000908710,Houston Barricade and Supply LLC,6451 Aldine Bender Rd.,,Humble,TX,77396,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",,0.,,,0.,50.00,MA5000GC230000008,SELF RETRACT LINE & GAS BOTTLE,DO220025061710994,06/17/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
17500,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES,Quantity 4 @ $149.99/PK. Catalog # 212362A; TIP FLT 1000UL 800/PK. Quote# 5162-2717-24,4.,PK,Pack,149.99,599.96,,Gloves and Pipette Tips for FSD DNA-CAP Lab,PO900025061701444,06/17/2025,FIS7117600,FISHER SCIENTIFIC CO L L C,300 Industry Drive,,Pittsburgh,PA,15275,US,04/06/2026
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),,0.,,,0.,16.30,MA5000GC250000004,Hornsby - parts for Pole Light WO#396230 OPR3700,DO220025061711011,06/17/2025,V00000907073,Elliott Electric Supply Inc,10605 Delta Drive,,Austin,TX,78758,US,04/06/2026
75052,Flexible Base,Flexible Road Base  300 Tons Road Base / Delivery / S. Industrial,0.,,,0.,"6,426.79",MA2200GA240000087,300 Tons Road Base / Delivery  S. Industrial,DO220025061710986,06/17/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)",,0.,,,0.,"4,362.33",MA5000GC230000008,SELF RETRACT LINE & GAS BOTTLE,DO220025061710994,06/17/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
89044,"Meters, Water","GASKET SWIVEL COUPLING  BMI Part No.: 59677-001  500* $3.09= $1,545.00    FOR METER SHOP    RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 7/14/25",0.,,,0.,"1,545.00",MA2200GA250000008,GASKETS FOR METER SHOP,DO220025061710989,06/17/2025,BAD0545000,BADGER METER INC,P.O. BOX 245036,,MILWAUKEE,WI,53224-9536,US,04/06/2026
17500,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES,Quantity 4 @ $99.33/CS. Catalog # 1146268A; GLV LTX EVOLUT 1 PF XS 100/PK. Quote# 5162-2717-24,4.,CASE,Case,99.33,397.32,,Gloves and Pipette Tips for FSD DNA-CAP Lab,PO900025061701444,06/17/2025,FIS7117600,FISHER SCIENTIFIC CO L L C,300 Industry Drive,,Pittsburgh,PA,15275,US,04/06/2026
72064,"Sewage and Sludge Pumps, Submersible",QTY: 1 - MOTOR REWIND,0.,,,0.,"2,500.00",MA2200NA220000093,PUMP SOLUTIONS - LS - KSB F80 REPAIR - JUNE 2025,DO220025061711002,06/17/2025,PUM8319918,PUMP SOLUTIONS INC,806 TRADESMENS PARK LOOP,,HUTTO,TX,78634,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,70.,70.00,MA5000GA230000029,#2 - Safety eyewear for Cedric Ray with Remote Facilities,DO220025061711028,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
75077,Sand and Gravel,Gem Sand  3 Loads Gem Sand / Delivery / S. Industrial,0.,,,0.,"1,867.97",MA5000GA240000074,3 Loads Gem Sand / Delivery  S. Industrial,DO220025061710990,06/17/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,#2 - Safety eyewear for Cedric Ray with Remote Facilities,DO220025061711028,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
2450580,"SODIUM HYPOCHLORITE, CONCENTRATED, LIQUID",Sodium Hypochlorite for Remote Facilities  .  .  .  Please send invoices to: AWRemoteFacilitiesAP@austintexas.gov,0.,,,0.,"19,906.00",MA5000GA230000044,Sodium Hypochlorite for Remote Facilities - Q4,DO220025061711001,06/17/2025,V00000942878,"PVS Minibulk, Inc.",10900 Harper Ave,,Detroit,MI,48213,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,10.,10.00,MA5000GA230000029,Safety eyewear for Frank Vega at Hornsby Bend,DO220025061711022,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,Safety eyewear for Rudy Salinas with Remote Facilities,DO220025061711030,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),,0.,,,0.,168.70,MA5000GC250000004,Hornsby - parts for Pole Light WO#396230 OPR3700,DO220025061711011,06/17/2025,V00000907073,Elliott Electric Supply Inc,10605 Delta Drive,,Austin,TX,78758,US,04/06/2026
80072,"Shoes, Safety Toe",,0.,,,0.,157.22,MA5000GA240000018,KANE WEI SAFETY SHOE PURCHASE DO,DO220025061711031,06/17/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,Purchase of replacement rubber gloves that failed testing,7.,EA,Each,327.142857,"2,290.00",MA7400S060166,Purchase of replacement gloves Invoice T4M0017399,DOM1100MAX233253,06/17/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
72064,"Sewage and Sludge Pumps, Submersible",QTY: 1 - KSB PARTS FOR REPAIR - KSB PARTS required for repair Special order,0.,,,0.,"4,065.88",MA2200NA220000093,PUMP SOLUTIONS - LS - KSB F80 REPAIR - JUNE 2025,DO220025061711002,06/17/2025,PUM8319918,PUMP SOLUTIONS INC,806 TRADESMENS PARK LOOP,,HUTTO,TX,78634,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,Safety eyewear for Enrique Quiroz with Remote Facilities,DO220025061711025,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
72064,"Sewage and Sludge Pumps, Submersible",QTY: 9 - SHOP LABOR - RATE: $161.00/HR  ESTIMATE 9HRS,0.,,,0.,"1,449.00",MA2200NA220000093,PUMP SOLUTIONS - LS - KSB F80 REPAIR - JUNE 2025,DO220025061711002,06/17/2025,PUM8319918,PUMP SOLUTIONS INC,806 TRADESMENS PARK LOOP,,HUTTO,TX,78634,US,04/06/2026
12025,"Bridges, Passenger Loading","1 EA DISPLAY- Keypad, Touchscreen Panel, Programmed, 5.7"" (TKA) - Catalog # 25524120, Card, Memory- 4GB, for #10887 - Catalog # 25524403, Programming- for #10887 - Catalog # Aftersales @ $8,428.50",0.,,,0.,"8,428.00",MA8100NS200000004,HMIs for Warehouse Stock,DO810025061711012,06/17/2025,THY8312557,"TK Airport Solutions, Inc.",3201 NORTH SYLVANIA AVE,,FORT WORTH,TX,76111-3117,US,04/06/2026
